1,(ROOT (NP (: --)))
2,(ROOT (NP (: --)))
3,(ROOT (NP (# #)))
4,(ROOT (NP (: --)))
5,(ROOT (NP (# #)))
6,(ROOT (NP (: --)))
7,(ROOT (NP (# #)))
8,(ROOT (S (VP (VB play) (PP (IN with) (NP (NP (NN mommy) (POS 's)) (NN hand)))) (. .)))
9,(ROOT (FRAG (NP (DT no)) (. .)))
10,(ROOT (FRAG (DT no)))
11,(ROOT (FRAG (NP (NP (ADVP (RB nope)) (DT no)) (NP (DT no))) (. .)))
12,(ROOT (NP (# #)))
13,(ROOT (NP (NN yeah)))
14,(ROOT (NP (# #)))
15,(ROOT (NP (: --)))
16,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB want))) (. ?)))
17,(ROOT (FRAG (NP (DT this)) (. ?)))
18,(ROOT (NP (# #)))
19,(ROOT (NP (NN yeah) (. .)))
20,(ROOT (S (NP (DT that)) (VP (VBZ 's) (RB not) (ADVP (RB really)) (NP (DT a) (NN toy))) (. .)))
21,(ROOT (S (NP (DT that)) (VP (VBZ 's) (VP (NN mama) (S (NP (POS 's))))) (. .)))
22,(ROOT (NP (NP (NNS thanks)) (NP (NNP Zevy)) (. .)))
23,(ROOT (S (NP (PRP she)) (ADVP (RB always)) (VP (VBZ figures) (PRT (RP out)) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB open) (NP (NNS things))))))) (. .)))
24,(ROOT (NP (NN yeah) (. .)))
25,(ROOT (FRAG (NP (NN pen)) (. ?)))
26,(ROOT (NP (# #)))
27,(ROOT (NP (NN pen) (. .)))
28,(ROOT (FRAG (ADJP (JJ good)) (. !)))
29,(ROOT (NP (# #)))
30,(ROOT (NP (: --)))
31,(ROOT (NP (: --)))
32,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBZ is) (ADJP (IN that))) (. ?)))
33,(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))
34,(ROOT (NP (PRP$ your) (NNS stickers) (. .)))
35,(ROOT (S (VP (VBZ is) (ADVP (IN that)) (NP (NP (NNP Zevy) (POS 's)) (NNS stickers))) (. ?)))
36,(ROOT (INTJ (UH oh)))
37,(ROOT (NP (# #)))
38,(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG opening) (NP (DT that)))) (. .)))
39,(ROOT (FRAG (NP (DT no)) (. .)))
40,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (VP (VB play) (PP (IN with) (NP (DT some) (NNS toys)))))))) (. ?)))
41,(ROOT (NP (# #)))
42,(ROOT (FRAG (NP (NN yeah)) (. ?)))
43,(ROOT (NP (# #)))
44,(ROOT (NP (# #)))
45,(ROOT (NP (# #)))
46,(ROOT (FRAG (NP (RB yes) (CD ###)) (. .)))
47,(ROOT (SBARQ (WHNP (WP who)) (SQ (VBZ 's) (NP (NP (NN pen)) (SBAR (S (VP (VBZ is) (ADJP (IN that))))))) (. ?)))
48,(ROOT (NP (# #)))
49,(ROOT (S (VP (VB thank) (S (NP (CC +)) (NP (PRP you)))) (. .)))
50,(ROOT (NP (# #)))
51,(ROOT (FRAG (NP (NP (NNP Zevy) (POS 's)) (NN helmet)) (. ?)))
52,(ROOT (NP (# #)))
53,(ROOT (NP (NN hmmm) (. .)))
54,(ROOT (NP (NN yeah) (. .)))
55,(ROOT (S (NP (PRP you)) (VP (VBP say)) (: --)))
56,(ROOT (NP (NN shh) (. .)))
57,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (NP (DT some)) (PP (IN of) (NP (NP (NNP Zevy) (POS 's)) (NN cereal))))) (. ?)))
58,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (NP (PRP him)) (VP (TO to) (VP (VB give) (NP (PRP you)) (NP (CD one) (NN piece)))))) (. ?)))
59,(ROOT (SQ (MD can) (NP (PRP she)) (VP (VB have) (NP (DT a) (NN piece))) (. ?)))
60,(ROOT (S (NP (PRP it)) (VP (VBZ has) (S (VP (TO to) (VP (VB have) (NP (NP (NN milk)) (PP (IN on) (NP (PRP it)))))))) (. .)))
61,(ROOT (S (NP (PRP she)) (VP (MD can) (VP (VB have) (NP (NN milk)) (ADVP (RB now))))))
62,(ROOT (X (CC but) (VP (VBP remember) (SBAR (WHADVP (WRB when)) (S (NP (PRP she)) (VP (VBD was) (NP (DT a) (NN baby)))))) (. ?)))
63,(ROOT (S (CC and) (NP (PRP she)) (VP (VBD was) (RB n't) (VP (VBG drinking) (NP (NN milk)))) (. ?)))
64,(ROOT (SQ (VBZ is) (NP (DT that)) (ADJP (JJ good)) (. ?)))
65,(ROOT (SQ (VBZ is) (NP (DT that)) (ADJP (JJ good)) (. ?)))
66,(ROOT (NP (NN yeah) (. .)))
67,(ROOT (NP (: --)))
68,(ROOT (FRAG (NP (NN oop) (NN ba)) (. !)))
69,(ROOT (FRAG (UH uh) (INTJ (UH oh)) (. !)))
70,(ROOT (NP (# #)))
71,(ROOT (SQ (VP (VB say) (NP (RBR more))) (. ?)))
72,(ROOT (SQ (MD can) (NP (PRP you)) (VP (VB tell) (NP (NNP Zevy)) (ADVP (RBR more))) (. ?)))
73,(ROOT (NP (# #)))
74,(ROOT (FRAG (WHNP (WDT what)) (. ?)))
75,(ROOT (NP (NNP Zevy)))
76,(ROOT (NP (NNP Zevy)))
77,(ROOT (NP (NN sweetie)))
78,(ROOT (S (NP (DT that)) (VP (VBZ 's)) (: --)))
79,(ROOT (FRAG (ADJP (JJ lovely)) (. .)))
80,(ROOT (NP (: --)))
81,(ROOT (NP (: --)))
82,(ROOT (NP (# #)))
83,(ROOT (NP (# #)))
84,(ROOT (FRAG (WHNP (WDT what)) (. ?)))
85,(ROOT (S (NP (PRP she)) (VP (VBD did)) (. ?)))
86,(ROOT (S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB hear) (NP (PRP her)))) (. .)))
87,(ROOT (NP (# #)))
88,(ROOT (S (S (VP (VBD did) (SBAR (S (NP (PRP you)) (VP (VBP say) (NP (NNP Miriam))))))) (CC and) (S (NP (PRP she)) (VP (VBD repeated) (NP (PRP it)))) (. ?)))
89,(ROOT (NP (: --)))
90,(ROOT (NP (: --)))
91,(ROOT (NP (: --)))
92,(ROOT (NP (: --)))
93,(ROOT (NP (NN yeah)))
94,(ROOT (NP (: --)))
95,(ROOT (S (SBAR (WHADVP (WRB why)) (S (VP (VBP do) (RB n't)))) (NP (PRP we)) (VP (VBP go) (CC and) (VBP play) (PP (IN with) (NP (DT the) (JJ real) (NNS toys)))) (. ?)))
96,(ROOT (NP (: --)))
97,(ROOT (NP (: --)))
98,(ROOT (NP (: --)))
99,(ROOT (NP (# #)))
100,(ROOT (NP (: --)))
101,(ROOT (NP (: --)))
102,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB want))) (. ?)))
103,(ROOT (NP (# #)))
104,(ROOT (FRAG (NP (NN cereal)) (. ?)))
105,(ROOT (NP (# #)))
106,(ROOT (FRAG (DT no)))
107,(ROOT (FRAG (ADVP (RB here)) (. .)))
108,(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB give) (NP (PRP you)) (NP (PRP$ your) (JJ own) (NN cereal)))) (. .)))
109,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (PRP$ your) (JJ own))) (. ?)))
110,(ROOT (NP (: --)))
111,(ROOT (FRAG (ADVP (RB here)) (. .)))
112,(ROOT (SQ (VP (VB want) (NP (DT these))) (. ?)))
113,(ROOT (INTJ (UH oh)))
114,(ROOT (FRAG (NP (NNP Whooo)) (. !)))
115,(ROOT (NP (NN ok)))
116,(ROOT (INTJ (UH oh)))
117,(ROOT (FRAG (NP (NNP Shhh)) (. .)))
118,(ROOT (INTJ (UH oh) (. .)))
119,(ROOT (FRAG (X (IN that)) (VP (VBZ hurts)) (. .)))
120,(ROOT (INTJ (UH oh) (. .)))
121,(ROOT (NP (NN shh) (. .)))
122,(ROOT (FRAG (NP (NNP Shhh)) (. .)))
123,(ROOT (INTJ (UH oh) (. .)))
124,(ROOT (S (NP (PRP you)) (VP (VBP bump) (ADVP (RB ###))) (. ?)))
125,(ROOT (S (NP (PRP you)) (VP (VBP bump) (ADVP (RB ###))) (. ?)))
126,(ROOT (INTJ (UH oh)))
127,(ROOT (INTJ (UH oh)))
128,(ROOT (FRAG (SBAR (IN that) (S (VP (VBN hurt) (ADVP (RB badly))))) (. .)))
129,(ROOT (INTJ (UH oh)))
130,(ROOT (NP (: --)))
131,(ROOT (NP (: --)))
132,(ROOT (NP (: --)))
133,(ROOT (NP (: --)))
134,(ROOT (NP (NN yeah) (. .)))
135,(ROOT (NP (NN shh) (. .)))
136,(ROOT (FRAG (ADVP (RB Shh)) (. .)))
137,(ROOT (NP (NN shh) (. .)))
138,(ROOT (INTJ (UH oh)))
139,(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
140,(ROOT (FRAG (NP (RB yes))))
141,(ROOT (INTJ (UH oh)))
142,(ROOT (S (NP (PRP it)) (VP (VBD hurt)) (. .)))
143,(ROOT (INTJ (UH oh) (. .)))
144,(ROOT (FRAG (NP (NNP Shhh)) (. .)))
145,(ROOT (NP (: --)))
146,(ROOT (NP (NN yeah)))
147,(ROOT (S (NP (PRP you)) (ADJP (JJ okay)) (. ?)))
148,(ROOT (SQ (MD can) (NP (PRP I)) (VP (VB see) (NP (PRP$ your) (NN kappie))) (. ?)))
149,(ROOT (SQ (VBZ is) (NP (PRP$ your) (NN keppie)) (ADJP (JJ okay)) (. ?)))
150,(ROOT (NP (# #)))
151,(ROOT (INTJ (UH oh)))
152,(ROOT (FRAG (ADVP (RB right)) (. .)))
153,(ROOT (S (NP (DT that)) (VP (VBZ 's) (ADJP (RBR more) (JJ important))) (. .)))
154,(ROOT (NP (# #)))
155,(ROOT (S (VP (VB thank) (S (NP (CC +)) (NP (PRP you))))))
156,(ROOT (S (VP (VB thank) (S (NP (CC +)) (NP (PRP you)))) (. .)))
157,(ROOT (NP (# #)))
158,(ROOT (NP (NN shh) (. .)))
159,(ROOT (INTJ (UH oh)))
160,(ROOT (INTJ (UH oh)))
161,(ROOT (INTJ (UH oh)))
162,(ROOT (S (NP (PRP it)) (VP (VBZ hurts)) (. .)))
163,(ROOT (FRAG (NP (NNP Anielle)) (. !)))
164,(ROOT (S (NP (PRP it)) (VP (VBZ hurts)) (. .)))
165,(ROOT (FRAG (NP (NNP Shhh)) (. !)))
166,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB want))) (. ?)))
167,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB want))) (. ?)))
168,(ROOT (NP (# #)))
169,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (DT a) (NN something))) (. ?)))
170,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (NN something))) (. ?)))
171,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (DT a) (NN bottle))) (. ?)))
172,(ROOT (S (NP (PRP you)) (VP (VBP want) (NP (DT a) (NN bottle))) (. ?)))
173,(ROOT (NP (NN yeah)))
174,(ROOT (FRAG (ADJP (RB so) (JJ sorry)) (. .)))
175,(ROOT (NP (# #)))
176,(ROOT (NP (: --)))
177,(ROOT (NP (: --)))
178,(ROOT (FRAG (NP (RB yes))))
179,(ROOT (FRAG (NP (NNP Zevy)) (. .)))
180,(ROOT (INTJ (UH oh)))
181,(ROOT (S (NP (PRP she)) (VP (VBD hit) (NP (PRP$ her) (NN head))) (. .)))
182,(ROOT (S (NP (DT that)) (VP (VBZ 's) (FRAG (WHADVP (WRB why)))) (. .)))
183,(ROOT (NP (# #)))
184,(ROOT (FRAG (NP (NN daddy)) (. ?)))
185,(ROOT (NP (: --)))
186,(ROOT (NP (: --)))
187,(ROOT (ADVP (RB here)))
188,(ROOT (FRAG (NP (NNP Anielle)) (. .)))
189,(ROOT (PP (IN ###)))
190,(ROOT (NP (NNP Anielle)))
191,(ROOT (S (VP (VB go) (PP (TO to) (NP (NN mama)))) (. .)))
192,(ROOT (S (VP (VB bring) (NP (DT the) (NN bottle)) (PP (TO to) (NP (NN mama)))) (. .)))
193,(ROOT (S (VP (VB take) (NP (PRP it)))))
194,(ROOT (S (S (VP (VB bring) (NP (DT the) (NN bottle)) (PP (TO to) (NP (NN mama))))) (CC and) (S (NP (PRP I)) (VP (MD 'll) (VP (VB rock) (NP (PRP you))))) (. .)))
195,(ROOT (SQ (VP (VB want) (S (NP (PRP me)) (VP (TO to) (VP (VB rock) (NP (PRP you)))))) (. ?)))
196,(ROOT (NP (: --)))
197,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (NP (PRP me)) (VP (TO to) (VP (VB rock) (NP (PRP you)))))) (. ?)))
198,(ROOT (NP (: --)))
199,(ROOT (NP (NN yeah) (. .)))
200,(ROOT (NP (: --)))
201,(ROOT (NP (: --)))
202,(ROOT (NP (: --)))
203,(ROOT (NP (: --)))
204,(ROOT (NP (: --)))
205,(ROOT (NP (: --)))
206,(ROOT (S (NP (PRP I)) (VP (VBP hate) (NP (DT those) (NNS chairs))) (. .)))
207,(ROOT (NP (NN yeah) (. .)))
208,(ROOT (S (NP (NNP Kappy)) (ADJP (JJ okay)) (. ?)))
209,(ROOT (NP (NN yeah)))
210,(ROOT (NP (# #)))
211,(ROOT (S (NP (PRP you)) (VP (VBD got) (NP (PRP$ your) (NN bottle))) (. ?)))
212,(ROOT (FRAG (NP (PRP$ your) (NN comfort)) (. ?)))
213,(ROOT (NP (NN yeah) (. .)))
214,(ROOT (S (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NNS blankets))))))
215,(ROOT (FRAG (NP (NP (PRP$ your) (JJ kappy)) (ADJP (JJ okay))) (. ?)))
216,(ROOT (NP (DT a) (JJ little) (NN bump) (. ?)))
217,(ROOT (NP (NN yeah) (. .)))
218,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB make) (S (VP (VBG rocking))))))) (. ?)))
219,(ROOT (SQ (MD should) (NP (PRP I)) (VP (VB rock) (NP (PRP you))) (. ?)))
220,(ROOT (INTJ (UH oh) (. .)))
221,(ROOT (SQ (MD should) (NP (PRP I)) (VP (VB rock) (NP (PRP you))) (. ?)))
222,(ROOT (NP (: --)))
223,(ROOT (NP (: --)))
224,(ROOT (NP (: --)))
225,(ROOT (NP (: --)))
226,(ROOT (NP (: --)))
227,(ROOT (SQ (MD should) (NP (PRP we)) (VP (VB sell) (NP (DT the) (NN house))) (. ?)))
228,(ROOT (FRAG (ADVP (RB huh)) (. ?)))
229,(ROOT (S (VP (VBP are) (ADJP (NP (PRP you)) (JJ okay))) (. ?)))
230,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (VP (VB play)))))) (. ?)))
231,(ROOT (SBARQ (WHADVP (WRB where)) (SQ (POS 's) (NP (NN daddy))) (. ?)))
232,(ROOT (S (VP (VBZ is) (ADVP (IN that)) (NP (PRP$ your) (NNP Johnny))) (. ?)))
233,(ROOT (SQ (VP (VB say) (INTJ (UH hi)) (PP (TO to) (NP (NNP Johnny)))) (. ?)))
234,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP are) (NP (PRP you)) (VP (VBG doing))) (. ?)))
235,(ROOT (SQ (VP (VB do) (SBAR (S (NP (PRP you)) (ADVP (RB just)) (VP (VBP want) (S (VP (TO to) (VP (VB lay) (ADVP (RB back))))))))) (. ?)))
236,(ROOT (S (VP (VBN lay) (PP (IN on) (NP (DT the) (NN kappy)))) (. ?)))
237,(ROOT (NP (# #)))
238,(ROOT (SBARQ (WHNP (WHNP (WP what)) (NP (PRP you))) (SQ (VP (VBG doing))) (. ?)))
239,(ROOT (NP (JJ funny) (NN girl) (. .)))
240,(ROOT (S (VP (VBP are) (S (NP (PRP you)) (NP (NP (FW mama) (POS 's)) (JJ funny) (NN girl)))) (. ?)))
241,(ROOT (NP (: --)))
242,(ROOT (NP (: --)))
243,(ROOT (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ okay))) (. .)))
244,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (VP (VB play) (PP (IN with) (NP (NNP Zevy)))))))) (. ?)))
245,(ROOT (FRAG (NP (NN yeah)) (. ?)))
246,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (VP (VB play) (PP (IN with) (NP (NNP Zevy)))))))) (. ?)))
247,(ROOT (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (VP (VB play)))))) (. ?)))
248,(ROOT (NP (: --)))
249,(ROOT (S (NP (NNP Anielle)) (VP (VBZ wants) (S (VP (TO to) (VP (VB go) (VP (VB play) (PP (IN with) (NP (NNP Zevy)))))))) (. .)))
250,(ROOT (NP (# #)))
251,(ROOT (NP (NNP Zevy)))
252,(ROOT (S (NP (PRP it)) (VP (MD will) (VP (VB be) (VP (VBN taken) (ADVP (RB away)) (SBAR (IN if) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN used) (PP (IN as) (NP (DT a) (NN weapon)))))))))) (. .)))
253,(ROOT (NP (NN ok)))
254,(ROOT (FRAG (SBAR (IN that) (S (VP (VBZ does) (RB n't) (VP (VB have) (NP (NP (DT the) (NNS batteries)) (PP (IN in) (NP (PRP it)))) (ADVP (RB anymore)))))) (. .)))
255,(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think))) (. .)))
256,(ROOT (SQ (VP (VB want) (S (VP (TO to) (VP (VB play) (PP (IN with) (NP (PRP$ your) (NN toy))))))) (. ?)))
257,(ROOT (SQ (MD should) (NP (PRP we)) (VP (VB turn) (NP (PRP it)) (PP (IN on))) (. ?)))
258,(ROOT (NP (NN yeah) (. !)))
259,(ROOT (S (NP (PRP you)) (VP (VBD found) (NP (DT the) (NN button))) (. .)))
260,(ROOT (FRAG (WHADVP (WRB where)) (VP (POS 's) (NP (DT the) (NN butter) (CC +) (NN fly)))))
261,(ROOT (FRAG (SBAR (WHADVP (WRB where)) (S (NP (POS 's)) (ADVP (DT the) (NN butter)) (VP (CC +) (VP (VB fly))))) (. ?)))
262,(ROOT (SQ (VP (VB do) (S (NP (PRP you)) (VP (VP (VB see) (NP (DT a) (NN butter))) (CC +) (VP (VB fly))))) (. ?)))
263,(ROOT (FRAG (PP (IN on) (NP (NN top))) (. ?)))
264,(ROOT (NP (# #)))
265,(ROOT (SQ (VP (VB do) (S (NP (PRP you)) (VP (VB see) (NP (CD one))))) (. ?)))
266,(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBD took) (NP (PRP them)) (PRT (RP out)))))) (. .)))
267,(ROOT (SQ (VP (VB do) (S (NP (PRP you)) (VP (VB know) (SBAR (WHADVP (WRB why)) (S (NP (PRP we)) (VP (VBD took) (NP (PRP them)) (PRT (RP out)))))))) (. ?)))
268,(ROOT (S (VP (VB cause) (SBAR (S (NP (EX there)) (VP (VBD was)))))))
269,(ROOT (S (NP (PRP it)) (ADVP (RB just)) (VP (VBD kept) (NP (NN playing) (CC and) (NN playing))) (. .)))
270,(ROOT (FRAG (PP (CC and) (NP (NN playing))) (. .)))
271,(ROOT (S (CC and) (NP (PRP it)) (VP (VBD gave) (NP (PRP us)) (NP (NP (DT a) (NN heart)) (: --) (NP (DT a) (NN headache)))) (. .)))
272,(ROOT (NP (NN ok) (. .)))
273,(ROOT (S (NP (PRP you)) (VP (MD can) (VP (VP (VB try) (NP (PRP it)) (ADVP (RB again))) (CC and) (VP (VB see) (SBAR (IN if) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN broken) (ADVP (RB still))))))))) (. .)))
274,(ROOT (FRAG (WHNP (WDT what)) (. ?)))
275,(ROOT (NP (# #)))
276,(ROOT (SQ (VBP are) (NP (PRP you)) (VP (VBG imitating) (NP (NP (DT a) (NN butter)) (CC +) (S (VP (VB fly))))) (. ?)))
277,(ROOT (NP (# #)))
278,(ROOT (NP (# #)))
279,(ROOT (NP (# #)))
280,(ROOT (FRAG (DT no)))
281,(ROOT (S (NP (NN channel) (CD Eleven)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP get) (S (VP (TO to) (VP (VB watch) (PP (IN in) (NP (DT the) (NN morning))))))))))))
282,(ROOT (INTJ (UH oh)))
283,(ROOT (S (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (NNP Kaiu) (CC and) (NNP Zevy)) (VP (VBP are) (NP (DT the) (JJ same) (NN age)))))) (. ?)))
284,(ROOT (SQ (VP (VB go) (SBARQ (WHADVP (WRB where)))) (. ?)))
285,(ROOT (FRAG (PP (TO to) (NP (JJ real) (NN school))) (. ?)))
286,(ROOT (NP (NN hey)))
287,(ROOT (S (VP (VP (VBZ is) (NP (NP (NNP Kaiu)) (PP (IN in) (NP (JJ pre))))) (CC +) (VP (NN school))) (. ?)))
288,(ROOT (NP (# #)))
289,(ROOT (NP (# #)))
290,(ROOT (NP (# #)))
291,(ROOT (NP (JJ good) (NN girl) (. !)))
292,(ROOT (NP (JJ good) (NN girl) (. !)))
293,(ROOT (S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB get) (NP (NP (DT this)) (VP (VBN rethreaded)))))))
294,(ROOT (NP (# #)))
295,(ROOT (NP (# #)))
296,(ROOT (FRAG (NP (NNP Zevy)) (. !)))
297,(ROOT (S (NP (DT this)) (VP (VBZ is) (NP (DT a) (NN pain)))))
298,(ROOT (NP (# #)))
299,(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP I)) (VP (MD can) (VP (VB do) (NP (PRP it)) (ADVP (RB right) (RB now)))))))) (. .)))
300,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBZ is) (ADJP (IN that))) (. ?)))
301,(ROOT (NP (# #)))
302,(ROOT (NP (NP (DT a) (NN butter)) (NP (CC +) (NN fly))))
303,(ROOT (NP (# #)))
304,(ROOT (NP (NP (NN butter)) (NP (CC +) (NN fly)) (. .)))
305,(ROOT (FRAG (ADJP (RB very) (JJ good)) (. !)))
306,(ROOT (NP (# #)))
307,(ROOT (NP (# #)))
308,(ROOT (NP (# #)))
309,(ROOT (NP (DT the) (NNS puppets) (. ?)))
310,(ROOT (NP (NN wow) (. !)))
311,(ROOT (S (VP (VBZ is) (ADVP (IN that) (NP (DT a) (NN kitty)))) (. ?)))
312,(ROOT (NP (# #)))
313,(ROOT (NP (NNP Zevy)))
314,(ROOT (NP (# #)))
315,(ROOT (NP (# #)))
316,(ROOT (FRAG (DT no)))
317,(ROOT (S (NP (PRP you)) (VP (MD can) (VP (VB do) (NP (PRP it)) (PP (IN in) (NP (DT the) (JJ other) (NN room))))) (. .)))
318,(ROOT (NP (: --)))
319,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBZ is) (ADVP (IN that)) (VP (VBN supposed) (S (VP (TO to) (VP (VB be))))))))
320,(ROOT (NP (NP (DT the) (JJ blue)) (NP (CD one)) (. ?)))
321,(ROOT (NP (: --)))
322,(ROOT (SBARQ (WHADVP (DT that)) (SQ (VBZ 's) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (NP (DT a) (NN dinosaur))))))) (. ?)))
323,(ROOT (NP (: --)))
324,(ROOT (NP (: --)))
325,(ROOT (NP (: --)))
326,(ROOT (NP (: --)))
327,(ROOT (NP (NN ok) (. .)))
328,(ROOT (NP (: --)))
329,(ROOT (NP (: --)))
330,(ROOT (NP (: --)))
331,(ROOT (NP (: --)))
332,(ROOT (NP (: --)))
333,(ROOT (NP (: --)))
334,(ROOT (NP (# #)))
335,(ROOT (NP (: --)))
336,(ROOT (NP (# #)))
337,(ROOT (S (VP (VB make) (ADJP (JJ nice)))))
338,(ROOT (S (VP (VB make) (ADJP (JJ nice))) (. .)))
339,(ROOT (NP (: --)))
340,(ROOT (NP (: --)))
